index,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
7948,Global desi,jacquard nylon collar neck womens casual jacket - grey,"Size:XL,Small,X-Small,XX-Large","Rs
5499",2749,50% off,Westernwear-Women
7950,Forever new,printed polyester v neck womens regular dress - print,"Size:6,8,10","Rs
6800",4420,35% off,Westernwear-Women
7951,Indya,embroidered georgette scoop neck womens regular top - purple,"Size:Large,Medium,Small,X-Small","Rs
2200",1100,50% off,Westernwear-Women
7952,Global desi,geometric shirt collar womens top - off white,"Size:XL,Large,Medium,Small,X-Small","Rs
1799",1079,40% off,Westernwear-Women
7955,Only,solid polyester viscose neck womens top - green,"Size:Medium,Small,X-Large,X-Small","Rs
2299",1609,30% off,Westernwear-Women
7956,Crimsoune club,womens slim fit printed shirt - black,"Size:Large,X-Large","Rs
1299",909,30% off,Westernwear-Women
7957,Crimsoune club,printed lyocell round neck womens top - red,"Size:Large,Medium","Rs
1399",839,40% off,Westernwear-Women
7958,Juniper,solid slim fit rayon womens casual trousers - black,"Size:4X-Large,5X-Large,X-Large,XXX-Large","Rs
1899",759,60% off,Westernwear-Women
7960,Magre,floral polyester blend v neck womens dress - green,"Size:Medium,Small,X-Small","Rs
3590",1615,55% off,Westernwear-Women
7961,Faballey,floral round neck crepe womens regular top - pink,Size:Small,"Rs
1400",700,50% off,Westernwear-Women
7962,109f,womens embroidered casual shirt - cream,"Size:X-Large,XX-Large","Rs
1499",599,60% off,Westernwear-Women
7964,Lovegen,skinny fit ankle length cotton polyesterwomens jeans - white,Size:X-Large,"Rs
1899",1139,40% off,Westernwear-Women
7965,Crimsoune club,womens super skinny fit solid jeans - blue,"Size:26,34,36","Rs
2199",1099,50% off,Westernwear-Women
7966,Proline,cotton round neck womens t-shirt - blue,"Size:Large,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
7968,Dolce crudo,womens in the warzone denim jacket - light blue,"Size:Large,Medium,Small,X-Small","Rs
3499",1749,50% off,Westernwear-Women
7969,Samshek,solid v neck polyester womens bodycon dress - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large","Rs
2990",2392,20% off,Westernwear-Women
7971,Adidas,solid polyester fitted womens casual tights - grey,"Size:Large,Medium,Small,X-Large,X-Small","Rs
4299",3009,30% off,Westernwear-Women
7972,Faballey,solid polyester mandarin womens casual jacket - blue,Size:Small,"Rs
2800",1400,50% off,Westernwear-Women
7974,Faballey,floral cotton v neck womens tops - yellow,"Size:4X-Large,XX-Large,XXX-Large","Rs
1500",1200,20% off,Westernwear-Women
7975,Faballey,floral v neck viscose womens midi dress - blue,Size:X-Large,"Rs
2400",1200,50% off,Westernwear-Women
7976,Magre,animal print polyester blend square neck womens dress - white,"Size:Large,Medium,Small,X-Small","Rs
3490",1919,45% off,Westernwear-Women
7977,And,floral linen round neck womens flared dress - pink,"Size:6,8,10,12,14,16","Rs
2699",2159,20% off,Westernwear-Women
7978,Is.u,womens pink high neck top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2190",1095,50% off,Westernwear-Women
7979,Vero moda,textured shoulder strap viscose womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1899",949,50% off,Westernwear-Women
7980,Faballey,stripes georgette halter neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1500",1200,20% off,Westernwear-Women
7981,Samshek,relaxed fit calf length georgette womens party wear skirt - black,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
2090",1881,10% off,Westernwear-Women
7982,Faballey,solid polyester collared womens puffer jacket - pink,Size:Small,"Rs
2950",1475,50% off,Westernwear-Women
7985,Faballey,solid polyester blend womens regular top - maroon,Size:X-Large,"Rs
1400",700,50% off,Westernwear-Women
7986,Crimsoune club,graphic round neck polyester blend womens sweatshirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1699",1019,40% off,Westernwear-Women
7992,109f,womens mandarin neck printed shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1699",679,60% off,Westernwear-Women
7993,Faballey,solid round neck georgette womens a-line dress - blue,"Size:Medium,Small","Rs
1950",975,50% off,Westernwear-Women
7995,Marie claire,solid fleece hood womens sweatshirt - lavender,Size:Large,"Rs
1799",719,60% off,Westernwear-Women
7996,Sera,womens regular fit solid round neck sweatshirt - black,"Size:Large,Medium,Small,X-Large","Rs
1899",759,60% off,Westernwear-Women
7997,Vero moda,printed off shoulder viscose womens  dresses - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3799",2279,40% off,Westernwear-Women
7999,109f,womens round neck solid top - blush,Size:X-Large,"Rs
1499",599,60% off,Westernwear-Women
8001,And,floral polyester round neck women flared tops - navy,"Size:8,10,12,14,16,18","Rs
2099",1679,20% off,Westernwear-Women
8002,Life,printed cotton round neck womens regular t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
499",249,50% off,Westernwear-Women
8003,Enamor,graphic cotton crew neck womens t-shirt - buff,Size:Small,"Rs
529",370,30% off,Westernwear-Women
8004,And,womens regular fit checked top - red mix,Size:18,"Rs
1899",949,50% off,Westernwear-Women
8005,Global desi,geometric cotton mandarin collar womens straight tunic - aqua,"Size:XL,Medium,Small,X-Small","Rs
2399",1199,50% off,Westernwear-Women
8006,Global desi,women regular flared sharara - off white,"Size:XL,Small","Rs
3499",1399,60% off,Westernwear-Women
8007,And,solid polyester v-neck womens top - blush,Size:8,"Rs
1699",1189,30% off,Westernwear-Women
8008,And,stripes v neck polyester womens regular fit top - peach,"Size:8,10,12,14","Rs
1699",1104,35% off,Westernwear-Women
8009,Puma,polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",1959,30% off,Westernwear-Women
8010,Crimsoune club,striped v-neck cotton womens casual shirt - blue,"Size:Large,XX-Large","Rs
1299",1039,20% off,Westernwear-Women
8011,Zink london,solid rayon blend round neck womens tops - red,"Size:Large,Medium,X-Large","Rs
1799",719,60% off,Westernwear-Women
8012,Latin quarters,dyed round neck polyester womens regular knit top - grey,"Size:S,M,L,X-Small","Rs
1599",799,50% off,Westernwear-Women
8013,Latin quarters,dyed polyester mandarin womens casual jacket - red,"Size:S,M,L,XL","Rs
3999",2799,30% off,Westernwear-Women
8014,Adidas,solid tight fit polyester womens track pants - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",1959,30% off,Westernwear-Women
8016,Madame,womens fitted polka dots high neck top - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",949,50% off,Westernwear-Women
8017,Adidas,solid polyester round neck womens tank top - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2699",1889,30% off,Westernwear-Women
8018,Adidas,solid polyester round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large","Rs
2299",1609,30% off,Westernwear-Women
8019,Fratini,stripes v-neck viscose womens regular fit dress - navy,"Size:X-Large,XX-Large","Rs
1999",999,50% off,Westernwear-Women
8020,Lovegen,womens collared solid applique tie up shirt - mustard,Size:Large,"Rs
1499",599,60% off,Westernwear-Women
8021,Global desi,womens regular fit floral jump suit - pink,"Size:XL,Large,Medium,Small,XX-Large","Rs
4499",1799,60% off,Westernwear-Women
8023,Marie claire,solid v-neck polyester womens casual dress - peach,"Size:Large,Medium,Small","Rs
2899",1449,50% off,Westernwear-Women
8025,And,solid polyester collar neck women a line top - green,"Size:8,10","Rs
1699",1189,30% off,Westernwear-Women
8026,Erotissch,womens blue cropped empire top - navy,"Size:Large,Medium,X-Large","Rs
2190",876,60% off,Westernwear-Women
8027,Rare,floral polyester round neck womens regular fit top - blue,"Size:Large,Medium","Rs
1499",599,60% off,Westernwear-Women
8028,Madame,womens colour block round neck top - peach,"Size:Medium,X-Large","Rs
1899",949,50% off,Westernwear-Women
8029,Global desi,womens geometric top - off white,Size:X-Small,"Rs
1699",679,60% off,Westernwear-Women
8033,Madame,solid cotton high neck womens regular top - peacock,Size:Large,"Rs
1999",999,50% off,Westernwear-Women
8034,Allen solly,printed cotton regular neck womens dress - navy,"Size:Medium,X-Small","Rs
2299",1379,40% off,Westernwear-Women
8035,And,printed square neck viscose womens a-line dress - pink,"Size:8,10","Rs
3299",2639,20% off,Westernwear-Women
8036,Latin quarters,dyed v-neck polyester womens regular dress - blue,Size:XX-Large,"Rs
2899",1449,50% off,Westernwear-Women
8037,Allen solly,solid polyester round neck womens top - maroon,Size:XX-Large,"Rs
1699",1019,40% off,Westernwear-Women
8039,Gipsy,printed hooded neck cotton womens sweatshirt - black,Size:Large,"Rs
2495",1746,30% off,Westernwear-Women
8040,Faballey,stripes georgette round neck womens regular fit top - blue,Size:Small,"Rs
1400",700,50% off,Westernwear-Women
8041,Latin quarters,solid collar neck cotton womens regular dress - green,"Size:S,M,X-Small","Rs
2499",1249,50% off,Westernwear-Women
8042,And,womens fit and flare v neck slub shirt asymmetrical dress - powder blue,"Size:8,10,14,16","Rs
3299",1649,50% off,Westernwear-Women
8043,Global desi,womens cotton blend v-neck tops - white,Size:X-Small,"Rs
1199",719,40% off,Westernwear-Women
8044,Zink london,womens regular fit printed v neck jumpsuit - white,Size:X-Small,"Rs
2999",1199,60% off,Westernwear-Women
8045,Global desi,floral key hole neck womens top - black,Size:X-Small,"Rs
1799",1079,40% off,Westernwear-Women
8046,Vero moda,skinny fit regular cotton womens jeggings - white,"Size:26,27,28,29,30,31,32,33,34","Rs
1999",1599,20% off,Westernwear-Women
8047,Vero moda,textured polyester round neck womens t-shirt - green,Size:Medium,"Rs
1999",1599,20% off,Westernwear-Women
8048,Sera,floral cotton round neck womens sweatshirt - pink,Size:Small,"Rs
1899",759,60% off,Westernwear-Women
8050,Kraus,skinny fit cropped cotton womens jeans - olive,Size:30,"Rs
1895",947,50% off,Westernwear-Women
8051,Crimsoune club,printed lyocell y neck womens top - green,"Size:Large,Medium,XX-Large","Rs
1399",839,40% off,Westernwear-Women
8053,Faballey,striped collared neck cotton womens pyjama set - blue,Size:Small,"Rs
2200",1100,50% off,Westernwear-Women
8054,Kraus,skinny fit crop length cotton blend womens jeans - blue,Size:34,"Rs
1895",947,50% off,Westernwear-Women
8055,Is.u,slim fit regular length cotton womens jeans - blue,Size:28,"Rs
1800",900,50% off,Westernwear-Women
8057,Sera,womens regular fit embellished round neck sweatshirt - wine,"Size:Small,X-Large","Rs
1899",759,60% off,Westernwear-Women
8058,Faballey,solid georgette womens regular top - blue,Size:X-Small,"Rs
1400",700,50% off,Westernwear-Women
8059,Crimsoune club,womens beige solid hot pant - fawn,Size:XX-Large,"Rs
1599",1119,30% off,Westernwear-Women
8061,Dolce crudo,skinny fit crop length cotton womens jeggings - grey,Size:26,"Rs
2449",734,70% off,Westernwear-Women
8062,And,solid polyester square neck womens peplum top - silver grey,"Size:8,10,12,14","Rs
1699",1359,20% off,Westernwear-Women
8063,Is.u,womens yellow wrap neck midi dress - yellow,Size:X-Small,"Rs
2790",1395,50% off,Westernwear-Women
8064,Global desi,womens self pattern round neck regular fit shrug - black,Size:X-Small,"Rs
3499",1399,60% off,Westernwear-Women
8065,Faballey,solid polyester blend womens regular dress - green,"Size:Medium,Small","Rs
1700",850,50% off,Westernwear-Women
8066,Sera,floral collar neck polyester womens blouson top - pink,"Size:Large,X-Large","Rs
1498",749,50% off,Westernwear-Women
8067,Enamor,solid polyester stretch slim fit womens athleisure t-shirt - fluid_olive,"Size:XL,Large,Medium,Small","Rs
649",454,30% off,Westernwear-Women
8068,Faballey,solid cotton blend regular fit womens jogger pants - grey,Size:Small,"Rs
1600",800,50% off,Westernwear-Women
8069,Indian terrain,solid square neck polyester womens bodycon top - black,"Size:6,8,10,12","Rs
1299",1039,20% off,Westernwear-Women
8070,And,womens solid mandarin collar top - pink,Size:8,"Rs
1499",749,50% off,Westernwear-Women
8071,Zink london,checks cotton sweetheart neck womens peplum top - multi,"Size:Large,Medium","Rs
1399",499,64% off,Westernwear-Women
8072,Zink london,solid hooded neck cotton blend womens sweatshirt - black,Size:Medium,"Rs
2499",999,60% off,Westernwear-Women
8073,Zink london,solid notched collar cotton womens coats - black,Size:Medium,"Rs
2499",999,60% off,Westernwear-Women
8074,Latin quarters,solid rayon blend round neck womens regular top - pink,"Size:S,M,L,XL,X-Small","Rs
1299",499,62% off,Westernwear-Women
8075,Zink london,womens regular fit ruffled collar floral printed top - multi,Size:X-Small,"Rs
1299",499,62% off,Westernwear-Women
8076,And,floral v- neck polyester women flared dress - brown,Size:8,"Rs
2499",1749,30% off,Westernwear-Women
8077,Marie claire,solid halter neck polyester womens casual dress - black,"Size:Large,X-Large","Rs
2799",1399,50% off,Westernwear-Women
8078,And,solid collar neck polyester women work wear jackets - wine,"Size:10,12,14,16","Rs
1799",1259,30% off,Westernwear-Women
8081,And,solid v- neck polyester women shift dress - red,"Size:8,10","Rs
2499",1749,30% off,Westernwear-Women
8082,And,self design viscose shirt collar womens peplum top - green,"Size:8,10,12,14,16","Rs
1499",974,35% off,Westernwear-Women
8083,Faballey,solid round neck crepe womens regular fit midi dress - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1800",900,50% off,Westernwear-Women
8084,Allen solly,textured polyester round neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1899",1139,40% off,Westernwear-Women
8085,Reebok,printed reebok fitness round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1599",799,50% off,Westernwear-Women
8086,Is.u,slim fit midi length polyester womens casual skirt - red,"Size:26,28,32","Rs
2390",1195,50% off,Westernwear-Women
8088,Adidas,printed cotton hood womens dress - ink,"Size:62,68,74,80","Rs
2999",1499,50% off,Westernwear-Women
8089,Spykar,stripes cotton blend round neck womens regular t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",1119,30% off,Westernwear-Women
8090,Faballey,abstract georgette round neck womens top - red,"Size:4X-Large,X-Large,XX-Large,XXX-Large","Rs
1400",700,50% off,Westernwear-Women
8091,Adidas,stripes regular cotton womens sports wear tights - black,"Size:Large,Medium,Small,X-Small","Rs
3999",2799,30% off,Westernwear-Women
8092,Vero moda,stripes polyester off shoulder womens  tops - purple,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",2239,20% off,Westernwear-Women
8095,Dolce crudo,womens regular fit explore magic ripped skinny fit jeans white - white,"Size:26,28,30,32,34","Rs
2499",1249,50% off,Westernwear-Women
8096,Enamor,womens open front neck slub shrug - dave grey,"Size:XL,Large,Medium,Small","Rs
799",559,30% off,Westernwear-Women
8097,Vero moda,solid 100% polyester round neck womens top - purple,"Size:Large,Medium,Small,X-Large","Rs
2999",2399,20% off,Westernwear-Women
8100,Vero moda,cotton skinny fit womens jeans - blue,"Size:26,27,28,29,30,31,32,33,34","Rs
3999",3199,20% off,Westernwear-Women
8101,109f,womens tie up neck floral print top - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",639,60% off,Westernwear-Women
8102,Faballey,stripes sleeveless georgette womens regular length jumpsuit - red,"Size:Large,Medium,Small","Rs
2200",1100,50% off,Westernwear-Women
8103,Crimsoune club,stripes polyester y neck womens top - white,"Size:Large,Medium,Small,X-Large","Rs
1499",749,50% off,Westernwear-Women
8106,Samshek,regular fit knee length georgette womens party wear skirt - olive,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large","Rs
2890",2023,30% off,Westernwear-Women
8107,109f,womens round neck slub embroidered peplum top - grey,"Size:Large,Small,X-Large,XX-Large","Rs
1399",559,60% off,Westernwear-Women
8108,Samshek,solid scoop neck polyester womens bodycon dress - purple,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large","Rs
2890",2312,20% off,Westernwear-Women
8109,Dolce crudo,solid full sleeves fleece womens regular jacket - lavender,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2995",1198,60% off,Westernwear-Women
8112,Mystere paris,cotton regular fit womens maternity jeans - blue,"Size:Large,Medium,XX-Large","Rs
1899",1139,40% off,Westernwear-Women
8114,Vero moda,relaxed above knee cotton womens casual wear shorts - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2299",1609,30% off,Westernwear-Women
8115,Is.u,printed cotton sweetheart neck womens fit and flare top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2190",1095,50% off,Westernwear-Women
